distance id optim_v-1 optim_v-2 optim_v-3 optim_v-4 
0 1 3e-07 1e-04 0.001 3.5 
0 2 3.488241e-07 0.0001072744 0.0009972914 2.894775 
0 3 3.152965e-07 8.889599e-05 0.001096652 2.812075 
0 4 3.145058e-07 9.519173e-05 0.0009243427 3.958744 
0 5 3.450988e-07 0.0001115957 0.001066999 2.943657 
0 6 2.549012e-07 0.0001115957 0.001066999 2.943657 
0 7 2.549012e-07 0.0001013142 0.001066999 2.943657 
0 8 2.549012e-07 0.0001013142 0.001195619 2.943657 
0 9 2.549012e-07 0.0001013142 0.001195619 4.068136 
0 10 3e-07 1e-04 0.001 3.5 
0 11 3.6e-07 1e-04 0.001 3.5 
0 12 2.4e-07 1e-04 0.001 3.5 
0 13 3e-07 0.000101 0.001 3.5 
0 14 3e-07 9.9e-05 0.001 3.5 
0 15 3e-07 1e-04 0.001001 3.5 
0 16 3e-07 1e-04 0.000999 3.5 
0 17 3e-07 1e-04 0.001 3.500001 
0 18 3e-07 1e-04 0.001 3.499999 
0 19 2.817689e-07 8.351451e-05 0.001196647 3.630262 
0 20 3.26613e-07 9.845509e-05 0.001185623 3.477195 
0 21 2.623517e-07 8.974319e-05 0.001010264 3.274113 
0 22 3.376483e-07 9.943111e-05 0.001178706 2.802974 
0 23 2.698023e-07 9.943111e-05 0.001178706 2.802974 
0 24 2.698023e-07 0.0001033352 0.001178706 2.802974 
0 25 2.698023e-07 0.0001033352 0.0009419336 2.802974 
0 26 2.698023e-07 0.0001033352 0.0009419336 3.18799 
0 27 3.450988e-07 0.0001172507 0.001189419 4.070993 
0 28 2.929448e-07 8.435114e-05 0.001053924 2.926574 
0 29 2.549012e-07 8.159971e-05 0.000850202 3.305102 
0 30 2.642144e-07 8.265024e-05 0.0008532276 4.180934 
0 31 2.70593e-07 8.265024e-05 0.0008532276 4.180934 
0 32 2.70593e-07 9.888505e-05 0.0008532276 4.180934 
0 33 2.70593e-07 9.888505e-05 0.0009090986 4.180934 
0 34 2.70593e-07 9.888505e-05 0.0009090986 4.199133 
0 35 2.996046e-07 8.096858e-05 0.0009108653 4.048234 
0 36 2.854942e-07 9.028708e-05 0.001113259 3.399755 
0 37 2.474506e-07 0.0001160506 0.000953847 3.027195 
0 38 2.556919e-07 0.0001192773 0.001104219 4.114205 
0 39 2.70593e-07 0.0001192773 0.001104219 4.114205 
0 40 2.70593e-07 8.902049e-05 0.001104219 4.114205 
0 41 2.70593e-07 8.902049e-05 0.0008928193 4.114205 
0 42 2.70593e-07 8.902049e-05 0.0008928193 3.796406 
0 43 2.401e-07 0.0001142354 0.0008741854 2.820769 
0 44 3.301977e-07 9.634441e-05 0.0008030547 3.01236 
0 45 3.078459e-07 0.0001104729 0.0009749599 4.046812 
0 46 3.480334e-07 8.719509e-05 0.0009059321 2.924345 
0 47 3.29407e-07 8.719509e-05 0.0009059321 2.924345 
0 48 3.29407e-07 9.038611e-05 0.0009059321 2.924345 
0 49 3.29407e-07 9.038611e-05 0.0008396967 2.924345 
0 50 3.29407e-07 9.038611e-05 0.0008396967 4.066394 
0 51 3.581374e-07 0.0001161577 0.0008428371 2.8599 
0 52 3.488241e-07 0.0001094053 0.0008472634 4.022103 
0 53 2.958794e-07 9.537055e-05 0.001198677 2.975676 
0 54 3.525494e-07 0.0001044246 0.00112787 3.015703 
0 55 2.780436e-07 0.0001044246 0.00112787 3.015703 
0 56 2.780436e-07 0.0001013586 0.00112787 3.015703 
0 57 2.780436e-07 0.0001013586 0.0008773221 3.015703 
0 58 2.780436e-07 0.0001013586 0.0008773221 3.573109 
0 59 2.854942e-07 9.732043e-05 0.0009485969 3.744267 
0 60 2.401e-07 0.0001144018 0.00102186 3.648692 
0 61 3.145058e-07 8.502169e-05 0.00102088 3.474053 
0 62 3.503617e-07 0.0001075882 0.001127237 3.974374 
0 63 3.140401e-07 0.0001075882 0.001127237 3.974374 
0 64 3.140401e-07 8.88575e-05 0.001127237 3.974374 
0 65 3.140401e-07 8.88575e-05 0.00083341 3.974374 
0 66 3.140401e-07 8.88575e-05 0.00083341 4.178403 
0 67 2.556919e-07 8.054545e-05 0.001003418 2.920692 
0 68 2.511759e-07 9.521937e-05 0.00106249 3.636615 
0 69 2.799645e-07 0.0001025604 0.0009454428 3.455055 
0 70 2.623517e-07 9.33977e-05 0.0008462055 3.419315 
0 71 2.902914e-07 9.33977e-05 0.0008462055 3.419315 
0 72 2.902914e-07 9.163781e-05 0.0008462055 3.419315 
0 73 2.902914e-07 9.163781e-05 0.0009878887 3.419315 
0 74 2.902914e-07 9.163781e-05 0.0009878887 3.225167 
0 75 2.735276e-07 8.170618e-05 0.0009096062 3.251121 
0 76 3.450988e-07 9.64691e-05 0.001116762 3.562147 
0 77 3.404422e-07 8.175834e-05 0.001114292 4.191309 
0 78 2.631425e-07 0.0001144887 0.001176441 3.9493 
0 79 2.549012e-07 0.0001144887 0.001176441 3.9493 
0 80 2.549012e-07 8.941753e-05 0.001176441 3.9493 
0 81 2.549012e-07 8.941753e-05 0.001040653 3.9493 
0 82 2.549012e-07 8.941753e-05 0.001040653 3.395363 
0 83 2.556919e-07 8.3874e-05 0.0009492999 3.465231 
0 84 3.47917e-07 0.0001161037 0.0009795089 3.85138 
0 85 2.854942e-07 0.0001003034 0.0008958307 3.259217 
0 86 3.525494e-07 9.985619e-05 0.001126529 3.819724 
0 87 2.482413e-07 9.985619e-05 0.001126529 3.819724 
0 88 2.482413e-07 0.0001005684 0.001126529 3.819724 
0 89 2.482413e-07 0.0001005684 0.0008418431 3.819724 
0 90 2.482413e-07 0.0001005684 0.0008418431 3.52126 
0 91 2.549012e-07 0.0001159206 0.001149125 3.44968 
0 92 3.070552e-07 9.467578e-05 0.000894651 3.165033 
0 93 2.709423e-07 9.382362e-05 0.0008510849 3.755909 
0 94 3.163443e-07 8.871874e-05 0.0008241638 2.996834 
0 95 2.911985e-07 8.871874e-05 0.0008241638 2.996834 
0 96 2.911985e-07 9.178682e-05 0.0008241638 2.996834 
0 97 2.911985e-07 9.178682e-05 0.001067085 2.996834 
0 98 2.911985e-07 9.178682e-05 0.001067085 3.5086 
0 99 2.823133e-07 9.227639e-05 0.001033196 3.679242 
0 100 3.219564e-07 9.838587e-05 0.001091326 3.224843 
0 101 2.70593e-07 0.000114643 0.00104206 3.700148 
0 102 2.441959e-07 8.900382e-05 0.0009822711 3.589488 
0 103 2.482413e-07 8.900382e-05 0.0009822711 3.589488 
0 104 2.482413e-07 8.816751e-05 0.0009822711 3.589488 
0 105 2.482413e-07 8.816751e-05 0.00119956 3.589488 
0 106 2.482413e-07 8.816751e-05 0.00119956 2.934706 
0 107 2.824674e-07 0.0001089131 0.001073422 3.112537 
0 108 2.401e-07 8.687472e-05 0.000927424 3.415315 
0 109 2.793824e-07 8.506373e-05 0.0008496805 3.395744 
0 110 3.219564e-07 0.0001115957 0.0008151105 3.778646 
0 111 2.549012e-07 0.0001115957 0.0008151105 3.778646 
0 112 2.549012e-07 0.0001150364 0.0008151105 3.778646 
0 113 2.549012e-07 0.0001150364 0.001192508 3.778646 
0 114 2.549012e-07 0.0001150364 0.001192508 3.274944 
0 115 3.003954e-07 0.0001174705 0.0008809095 2.911649 
0 116 2.996046e-07 0.0001084202 0.001172976 3.897627 
0 117 2.958794e-07 0.0001082432 0.0008859804 3.984911 
0 118 3.145058e-07 9.948141e-05 0.0009851085 3.946698 
0 119 2.631425e-07 9.948141e-05 0.0009851085 3.946698 
0 120 2.631425e-07 0.0001196573 0.0009851085 3.946698 
0 121 2.631425e-07 0.0001196573 0.0008831913 3.946698 
0 122 2.631425e-07 0.0001196573 0.0008831913 3.985008 
0 123 3.070552e-07 0.0001093699 0.0008490069 2.854668 
0 124 2.519666e-07 0.0001184428 0.001012118 3.05877 
0 125 2.996046e-07 0.0001065464 0.001130289 3.553849 
0 126 2.70593e-07 0.0001049424 0.0008149608 3.601245 
0 127 3.152965e-07 0.0001049424 0.0008149608 3.601245 
0 128 3.152965e-07 0.0001139125 0.0008149608 3.601245 
0 129 3.152965e-07 0.0001139125 0.001081663 3.601245 
0 130 3.152965e-07 0.0001139125 0.001081663 3.707629 
0 131 3.301977e-07 9.141492e-05 0.0008030107 3.59248 
0 132 3.29407e-07 0.0001044529 0.0008548924 3.622286 
0 133 3.329916e-07 0.0001190612 0.0008496567 3.606437 
0 134 3.33501e-07 0.0001181294 0.0008697523 4.165071 
0 135 2.401e-07 0.0001181294 0.0008697523 4.165071 
0 136 2.401e-07 0.0001048306 0.0008697523 4.165071 
0 137 2.401e-07 0.0001048306 0.0008385013 4.165071 
0 138 2.401e-07 0.0001048306 0.0008385013 4.185952 
0 139 3.284756e-07 8.479713e-05 0.00119325 3.271632 
0 140 2.605473e-07 9.828335e-05 0.0008962168 3.830089 
0 141 2.76181e-07 8.230363e-05 0.0008816823 3.31451 
0 142 2.771123e-07 9.778081e-05 0.0008789509 2.934155 
0 143 2.847035e-07 9.778081e-05 0.0008789509 2.934155 
0 144 2.847035e-07 8.157551e-05 0.0008789509 2.934155 
0 145 2.847035e-07 8.157551e-05 0.0008070098 2.934155 
0 146 2.847035e-07 8.157551e-05 0.0008070098 2.834159 
0 147 2.908493e-07 9.650141e-05 0.001023634 3.0094 
0 148 3.090052e-07 8.159528e-05 0.0009294396 2.808435 
0 149 3.301977e-07 0.0001055608 0.001141764 4.189044 
0 150 3.304249e-07 0.0001183506 0.001118906 3.348812 
0 151 2.567638e-07 0.0001183506 0.001118906 3.348812 
0 152 2.567638e-07 8.895932e-05 0.001118906 3.348812 
0 153 2.567638e-07 8.895932e-05 0.001194151 3.348812 
0 154 2.567638e-07 8.895932e-05 0.001194151 2.828225 
0 155 2.70593e-07 9.829863e-05 0.001035043 3.582883 
0 156 3.450988e-07 0.0001150984 0.001082979 3.533893 
0 157 3.382545e-07 0.0001093904 0.001085462 3.067465 
0 158 3.304305e-07 8.630289e-05 0.0009740903 3.167469 
0 159 3.363337e-07 8.630289e-05 0.0009740903 3.167469 
0 160 3.363337e-07 8.986457e-05 0.0009740903 3.167469 
0 161 3.363337e-07 8.986457e-05 0.001120306 3.167469 
0 162 3.363337e-07 8.986457e-05 0.001120306 4.000459 
0 163 3.079865e-07 0.0001021335 0.001015949 4.174995 
0 164 2.920135e-07 9.88686e-05 0.0008614591 4.109824 
0 165 2.985327e-07 0.000111715 0.0009305162 4.086402 
0 166 3.424455e-07 0.0001173486 0.0009475899 2.952983 
0 167 3.078459e-07 0.0001173486 0.0009475899 2.952983 
0 168 3.078459e-07 9.794533e-05 0.0009475899 2.952983 
0 169 3.078459e-07 9.794533e-05 0.0009510165 2.952983 
0 170 3.078459e-07 9.794533e-05 0.0009510165 4.18572 
0 171 3.593839e-07 0.0001077469 0.0009737715 3.261925 
0 172 3.131088e-07 0.0001108172 0.0009080029 3.420772 
0 173 2.522345e-07 0.0001144689 0.0009096658 3.570795 
0 174 3.516181e-07 0.0001061739 0.001040824 3.092306 
0 175 2.551098e-07 0.0001061739 0.001040824 3.092306 
0 176 2.551098e-07 8.260833e-05 0.001040824 3.092306 
0 177 2.551098e-07 8.260833e-05 0.0008040589 3.092306 
0 178 2.551098e-07 8.260833e-05 0.0008040589 2.914753 
0 179 2.604891e-07 9.714108e-05 0.001080008 3.586876 
0 180 2.921541e-07 8.423938e-05 0.0009506329 3.773622 
0 181 2.497789e-07 0.0001066209 0.0009945838 2.88261 
0 182 2.671248e-07 0.0001028921 0.0009167608 3.381083 
0 183 2.401e-07 0.0001028921 0.0009167608 3.381083 
0 184 2.401e-07 8.575236e-05 0.0009167608 3.381083 
0 185 2.401e-07 8.575236e-05 0.0009663536 3.381083 
0 186 2.401e-07 8.575236e-05 0.0009663536 2.831043 
0 187 2.645976e-07 0.0001186576 0.0009138471 3.774468 
0 188 3.145058e-07 9.153239e-05 0.000904716 3.796509 
0 189 3.190218e-07 9.432118e-05 0.001087533 3.3679 
0 190 3.577299e-07 0.0001190708 0.0009801669 3.49186 
0 191 3.233243e-07 0.0001190708 0.0009801669 3.49186 
0 192 3.233243e-07 9.309588e-05 0.0009801669 3.49186 
0 193 3.233243e-07 9.309588e-05 0.0009387522 3.49186 
0 194 3.233243e-07 9.309588e-05 0.0009387522 2.871518 
0 195 3.169214e-07 0.000109457 0.001050613 3.422571 
0 196 3.404422e-07 0.0001103513 0.001090664 2.870199 
0 197 2.921541e-07 9.348485e-05 0.00119202 3.71942 
0 198 2.49763e-07 8.674184e-05 0.0009329302 3.604039 
0 199 3.354773e-07 8.674184e-05 0.0009329302 3.604039 
0 200 3.354773e-07 8.935193e-05 0.0009329302 3.604039 
0 201 3.354773e-07 8.935193e-05 0.0009966554 3.604039 
0 202 3.354773e-07 8.935193e-05 0.0009966554 2.856873 
0 203 3.137613e-07 9.260823e-05 0.001197262 3.625399 
0 204 3.084995e-07 0.0001076726 0.001197063 3.186095 
0 205 2.718445e-07 0.0001172602 0.0008126793 3.600664 
0 206 2.624391e-07 0.0001120673 0.001108423 3.046564 
0 207 2.743183e-07 0.0001120673 0.001108423 3.046564 
0 208 2.743183e-07 9.202524e-05 0.001108423 3.046564 
0 209 2.743183e-07 9.202524e-05 0.0009556128 3.046564 
0 210 2.743183e-07 9.202524e-05 0.0009556128 3.801139 
0 211 2.523691e-07 0.0001060904 0.0008457519 3.581768 
0 212 2.853438e-07 9.5945e-05 0.00111996 3.90482 
0 213 3.003954e-07 8.30329e-05 0.001179577 4.09149 
0 214 2.698605e-07 8.25779e-05 0.001029768 3.732987 
0 215 3.519673e-07 8.25779e-05 0.001029768 3.732987 
0 216 3.519673e-07 0.0001135565 0.001029768 3.732987 
0 217 3.519673e-07 0.0001135565 0.000852531 3.732987 
0 218 3.519673e-07 0.0001135565 0.000852531 4.126394 
0 219 2.668677e-07 0.0001142242 0.001092116 3.289819 
0 220 2.493496e-07 9.276781e-05 0.001037982 3.429807 
0 221 3.041206e-07 8.114854e-05 0.0008913522 3.918879 
0 222 2.739727e-07 9.234934e-05 0.0008882975 4.178007 
0 223 3.318275e-07 9.234934e-05 0.0008882975 4.178007 
0 224 3.318275e-07 0.0001066884 0.0008882975 4.178007 
0 225 3.318275e-07 0.0001066884 0.001009828 4.178007 
0 226 3.318275e-07 0.0001066884 0.001009828 3.572057 
0 227 3.133757e-07 0.0001102844 0.0008991337 3.3447 
0 228 2.549012e-07 9.735054e-05 0.001177429 3.332966 
0 229 2.549012e-07 9.122509e-05 0.0009036159 3.94201 
0 230 2.780436e-07 0.0001116567 0.001091458 2.87262 
0 231 2.85402e-07 0.0001116567 0.001091458 2.87262 
0 232 2.85402e-07 9.944385e-05 0.001091458 2.87262 
0 233 2.85402e-07 9.944385e-05 0.0008278123 2.87262 
0 234 2.85402e-07 9.944385e-05 0.0008278123 3.185035 
0 235 2.423171e-07 9.088935e-05 0.000992613 3.700552 
0 236 3.163443e-07 0.0001109416 0.0008014237 3.71707 
0 237 3.033299e-07 0.0001069935 0.00118844 3.799249 
0 238 3.563862e-07 8.712813e-05 0.001062558 3.953335 
0 239 3.566482e-07 8.712813e-05 0.001062558 3.953335 
0 240 3.566482e-07 8.26226e-05 0.001062558 3.953335 
0 241 3.566482e-07 8.26226e-05 0.0008686759 3.953335 
0 242 3.566482e-07 8.26226e-05 0.0008686759 3.420011 
0 243 2.780436e-07 0.0001164703 0.0008030904 3.096513 
0 244 3.010598e-07 9.428301e-05 0.0009393373 3.640288 
0 245 3.547091e-07 8.499717e-05 0.0008581881 3.262645 
0 246 2.71665e-07 8.384652e-05 0.0009730473 3.845365 
0 247 2.996046e-07 8.384652e-05 0.0009730473 3.845365 
0 248 2.996046e-07 8.589755e-05 0.0009730473 3.845365 
0 249 2.996046e-07 8.589755e-05 0.001114968 3.845365 
0 250 2.996046e-07 8.589755e-05 0.001114968 2.992277 
0 251 3.578123e-07 8.40974e-05 0.00102565 3.08537 
0 252 2.482413e-07 9.771748e-05 0.0009758267 3.487912 
0 253 2.482413e-07 8.320375e-05 0.001071343 3.679019 
0 254 3.368103e-07 0.0001032533 0.001171929 3.716627 
0 255 3.109491e-07 0.0001032533 0.001171929 3.716627 
0 256 3.109491e-07 0.0001142678 0.001171929 3.716627 
0 257 3.109491e-07 0.0001142678 0.001103717 3.716627 
0 258 3.109491e-07 0.0001142678 0.001103717 3.643457 
0 259 3.142803e-07 0.0001062034 0.0009076679 3.840176 
0 260 2.817544e-07 8.765152e-05 0.0010867 3.651134 
0 261 2.921541e-07 0.0001058446 0.001073819 3.476399 
0 262 3.227471e-07 0.0001020442 0.001018918 2.945579 
0 263 2.598874e-07 0.0001020442 0.001018918 2.945579 
0 264 2.598874e-07 0.0001092387 0.001018918 2.945579 
0 265 2.598874e-07 0.0001092387 0.001090379 2.945579 
0 266 2.598874e-07 0.0001092387 0.001090379 3.683086 
0 267 2.407907e-07 9.925147e-05 0.001040662 3.538148 
0 268 3.548777e-07 0.0001013763 0.001097285 2.973031 
0 269 2.936433e-07 8.97009e-05 0.0009863585 3.028709 
0 270 3.368575e-07 0.0001146638 0.0008058361 3.242114 
0 271 2.482413e-07 0.0001146638 0.0008058361 3.242114 
0 272 2.482413e-07 9.054614e-05 0.0008058361 3.242114 
0 273 2.482413e-07 9.054614e-05 0.001052573 3.242114 
0 274 2.482413e-07 9.054614e-05 0.001052573 3.562358 
0 275 2.70593e-07 9.655368e-05 0.0008223752 3.889231 
0 276 3.387202e-07 9.509508e-05 0.001129168 3.040532 
0 277 2.560642e-07 8.719714e-05 0.001178293 4.073524 
0 278 2.857852e-07 8.000931e-05 0.0008130222 4.03941 
0 279 2.772396e-07 8.000931e-05 0.0008130222 4.03941 
0 280 2.772396e-07 8.177701e-05 0.0008130222 4.03941 
0 281 2.772396e-07 8.177701e-05 0.0009887086 4.03941 
0 282 2.772396e-07 8.177701e-05 0.0009887086 3.447044 
0 283 2.882882e-07 0.0001003333 0.0008099079 2.966469 
0 284 3.041206e-07 0.0001054027 0.001166487 2.922031 
0 285 2.562685e-07 9.833296e-05 0.001017287 3.879961 
0 286 3.459379e-07 0.000113925 0.001051865 3.584092 
0 287 3.192134e-07 0.000113925 0.001051865 3.584092 
0 288 3.192134e-07 8.435492e-05 0.001051865 3.584092 
0 289 3.192134e-07 8.435492e-05 0.0009351319 3.584092 
0 290 3.192134e-07 8.435492e-05 0.0009351319 4.04031 
0 291 3.310895e-07 9.974404e-05 0.00101986 2.937312 
0 292 2.753029e-07 0.0001175413 0.0009945353 4.044333 
0 293 3.076472e-07 0.00011553 0.0009617196 3.089186 
0 294 2.643817e-07 8.621162e-05 0.001090767 3.665245 
0 295 3.41616e-07 8.621162e-05 0.001090767 3.665245 
0 296 3.41616e-07 8.545794e-05 0.001090767 3.665245 
0 297 3.41616e-07 8.545794e-05 0.0008258386 3.665245 
0 298 3.41616e-07 8.545794e-05 0.0008258386 3.774592 
0 299 3.592057e-07 0.0001115267 0.001195281 3.500084 
0 300 2.420301e-07 9.530037e-05 0.001004556 4.00094 
0 301 2.522286e-07 8.058939e-05 0.001084799 3.177494 
0 302 3.525494e-07 0.0001168892 0.000843529 3.232669 
0 303 2.401e-07 0.0001168892 0.000843529 3.232669 
0 304 2.401e-07 0.0001032544 0.000843529 3.232669 
0 305 2.401e-07 0.0001032544 0.0009011471 3.232669 
0 306 2.401e-07 0.0001032544 0.0009011471 3.217216 
0 307 3.133417e-07 0.0001193783 0.001144575 3.66687 
0 308 2.991863e-07 8.790197e-05 0.001115083 3.637924 
0 309 2.816525e-07 0.0001080251 0.0009290701 3.80261 
0 310 2.447119e-07 9.421913e-05 0.001100539 3.04203 
0 311 3.071844e-07 9.421913e-05 0.001100539 3.04203 
0 312 3.071844e-07 0.0001019756 0.001100539 3.04203 
0 313 3.071844e-07 0.0001019756 0.001099827 3.04203 
0 314 3.071844e-07 0.0001019756 0.001099827 3.047693 
0 315 2.556919e-07 9.368652e-05 0.001058878 3.52877 
0 316 2.420567e-07 8.07352e-05 0.0008780636 3.023003 
0 317 2.4731e-07 0.0001098017 0.000874241 3.067608 
0 318 3.009192e-07 8.014498e-05 0.00113945 3.025378 
0 319 2.934577e-07 8.014498e-05 0.00113945 3.025378 
0 320 2.934577e-07 8.496737e-05 0.00113945 3.025378 
0 321 2.934577e-07 8.496737e-05 0.0008916906 3.025378 
0 322 2.934577e-07 8.496737e-05 0.0008916906 3.822816 
0 323 2.982295e-07 8.995553e-05 0.00116816 3.228115 
0 324 3.045645e-07 8.583909e-05 0.0009416291 4.01558 
0 325 2.592425e-07 8.952788e-05 0.001144182 3.705385 
0 326 3.267182e-07 0.0001094125 0.0008048982 2.878344 
0 327 2.859744e-07 0.0001094125 0.0008048982 2.878344 
0 328 2.859744e-07 8.158481e-05 0.0008048982 2.878344 
0 329 2.859744e-07 8.158481e-05 0.001147622 2.878344 
0 330 2.859744e-07 8.158481e-05 0.001147622 2.835854 
0 331 2.948953e-07 0.0001018429 0.001135547 3.812124 
0 332 3.293833e-07 9.233816e-05 0.0009522016 3.911129 
0 333 3.344424e-07 0.000117253 0.0008530953 3.852279 
0 334 2.613331e-07 0.0001181606 0.001191501 3.614929 
0 335 3.531036e-07 0.0001181606 0.001191501 3.614929 
0 336 3.531036e-07 9.045481e-05 0.001191501 3.614929 
0 337 3.531036e-07 9.045481e-05 0.0009085258 3.614929 
0 338 3.531036e-07 9.045481e-05 0.0009085258 3.422386 
0 339 3.504054e-07 8.475081e-05 0.001007964 2.849068 
0 340 3.003954e-07 0.0001079245 0.0008902558 4.108552 
0 341 3.137608e-07 0.0001157532 0.001006958 3.224943 
0 342 2.99299e-07 0.0001092398 0.000858926 3.032588 
0 343 2.57531e-07 0.0001092398 0.000858926 3.032588 
0 344 2.57531e-07 9.419158e-05 0.000858926 3.032588 
0 345 2.57531e-07 9.419158e-05 0.0009663293 3.032588 
0 346 2.57531e-07 9.419158e-05 0.0009663293 3.474274 
0 347 2.850431e-07 8.764213e-05 0.0009929236 3.979087 
0 348 3.393112e-07 8.147207e-05 0.0008846825 4.084101 
0 349 2.896197e-07 8.626527e-05 0.0008911623 2.976908 
0 350 3.051926e-07 9.878198e-05 0.001003192 2.939613 
0 351 2.940167e-07 9.878198e-05 0.001003192 2.939613 
0 352 2.940167e-07 0.0001154683 0.001003192 2.939613 
0 353 2.940167e-07 0.0001154683 0.001012732 2.939613 
0 354 2.940167e-07 0.0001154683 0.001012732 3.421218 
0 355 3.376483e-07 8.729013e-05 0.0009394914 3.547687 
0 356 3.162278e-07 0.0001089821 0.000897715 2.96047 
0 357 2.781842e-07 0.0001135989 0.001065934 3.378905 
0 358 3.140181e-07 0.0001153063 0.001162053 4.155714 
0 359 2.536646e-07 0.0001153063 0.001162053 4.155714 
0 360 2.536646e-07 9.086823e-05 0.001162053 4.155714 
0 361 2.536646e-07 9.086823e-05 0.001088919 4.155714 
0 362 2.536646e-07 9.086823e-05 0.001088919 3.766588 
0 363 2.556919e-07 9.581136e-05 0.00101708 2.990414 
